TransactionID,Date,Symbol,TraderID,BuySell,Quantity,Price,Exchange
1186,2023-02-24,MSFT,T9830,BUY,265,349.8,NASDAQ
1187,2023-02-24,JPM,T7183,SELL,227,156.36,NASDAQ
1188,2023-02-24,CVX,T4824,BUY,197,158.67,NYSE
1189,2023-02-24,JPM,T4549,SELL,724,148.16,NYSE
1190,2023-02-24,AAPL,T9081,BUY,101,180.83,NASDAQ
1191,2023-02-24,PFE,T1959,SELL,545,27.68,NYSE
1192,2023-02-24,JNJ,T1259,BUY,603,146.74,NASDAQ
1193,2023-02-24,GOOGL,T4359,SELL,1231,142.68,NASDAQ
1194,2023-02-24,PFE,T1244,BUY,393,29.04,NASDAQ
1195,2023-02-27,XOM,T8124,BUY,364,106.28,NASDAQ
1196,2023-02-27,AMZN,T6530,SELL,731,147.53,NYSE
1197,2023-02-27,GOOGL,T2468,BUY,223,138.3,NASDAQ
1198,2023-02-27,JPM,T7474,SELL,388,152.66,NASDAQ
1199,2023-02-27,AMZN,T9943,BUY,1338,144.56,NYSE
1200,2023-02-27,GOOGL,T1208,SELL,451,145.14,NASDAQ
1201,2023-02-27,JNJ,T6660,SELL,1514,161.4,NYSE
1202,2023-02-27,JNJ,T4745,SELL,1049,160.6,NASDAQ
1203,2023-02-27,CVX,T2705,SELL,789,162.48,NASDAQ
1204,2023-02-27,JPM,T2333,BUY,106,155.95,NASDAQ
1205,2023-02-27,JNJ,T3590,BUY,2552,163.16,NYSE
1206,2023-02-27,XOM,T5660,BUY,1220,108.01,NYSE
1207,2023-02-27,PFE,T6466,SELL,57,28.63,NASDAQ
1208,2023-02-27,JNJ,T1452,SELL,1622,156.24,NYSE
1209,2023-02-27,XOM,T5579,SELL,932,108.02,NYSE
1210,2023-02-27,JPM,T7740,SELL,3184,150.69,NASDAQ
1211,2023-02-27,AAPL,T6861,BUY,350,171.67,NYSE
1212,2023-02-27,XOM,T3825,BUY,88,100.59,NASDAQ
1213,2023-02-27,PFE,T9626,BUY,188,28.87,NYSE
1214,2023-02-27,MSFT,T3586,SELL,558,299.33,NASDAQ
1215,2023-02-27,GOOGL,T9527,SELL,239,148.26,NASDAQ
1216,2023-02-27,PFE,T7408,SELL,308,27.08,NASDAQ
1217,2023-02-27,AAPL,T3083,BUY,482,182.42,NASDAQ
1218,2023-02-27,AAPL,T3949,SELL,321,187.87,NYSE
1219,2023-02-28,JPM,T8196,SELL,186,146.82,NYSE
1220,2023-02-28,JPM,T9207,SELL,677,149.02,NYSE
1221,2023-02-28,PFE,T4951,BUY,1195,28.31,NASDAQ
1222,2023-02-28,JNJ,T7679,BUY,496,155.19,NYSE
1223,2023-02-28,JNJ,T8814,BUY,1667,163.07,NASDAQ
1224,2023-02-28,GOOGL,T3365,BUY,667,137.56,NASDAQ
1225,2023-02-28,CVX,T5077,SELL,837,166.52,NYSE
1226,2023-02-28,MSFT,T5827,SELL,264,295.28,NYSE
1227,2023-02-28,JNJ,T1279,BUY,511,151.46,NYSE
1228,2023-02-28,GOOGL,T9827,BUY,803,140.48,NYSE
1229,2023-02-28,JNJ,T8660,SELL,66,163.53,NASDAQ
1230,2023-02-28,AAPL,T9116,SELL,1058,186.81,NYSE
1231,2023-02-28,AMZN,T9359,SELL,650,135.17,NYSE
1232,2023-02-28,JNJ,T2247,BUY,299,159.98,NASDAQ
1233,2023-02-28,JNJ,T3716,BUY,3230,179.24,NASDAQ
1234,2023-02-28,JNJ,T7434,BUY,2971,170.13,NASDAQ
1235,2023-02-28,JPM,T6805,BUY,753,149.5,NYSE
1236,2023-02-28,BAC,T7468,SELL,377,32.69,NYSE
1237,2023-02-28,MSFT,T6026,SELL,161,363.71,NASDAQ
1238,2023-02-28,CVX,T2818,SELL,1274,158.8,NYSE
1239,2023-02-28,JPM,T4199,SELL,529,152.08,NYSE
1240,2023-02-28,AAPL,T8287,BUY,382,182.58,NASDAQ
1241,2023-02-28,JNJ,T4634,SELL,1242,172.03,NASDAQ
1242,2023-02-28,XOM,T3861,BUY,289,115.71,NYSE
1243,2023-02-28,CVX,T2433,BUY,1146,149.61,NASDAQ
1244,2023-02-28,AAPL,T7623,BUY,606,173.57,NASDAQ
1245,2023-02-28,JNJ,T1817,SELL,585,155.45,NYSE
1246,2023-02-28,JPM,T5616,BUY,473,162.86,NYSE
1247,2023-02-28,JPM,T9073,BUY,504,158.47,NYSE
1248,2023-02-28,BAC,T2267,SELL,83,29.43,NYSE
1249,2023-03-01,CVX,T4654,SELL,174,150.68,NASDAQ
1250,2023-03-01,GOOGL,T4884,SELL,96,138.17,NASDAQ
1251,2023-03-01,BAC,T2740,BUY,341,33.08,NASDAQ
1252,2023-03-01,JNJ,T8860,SELL,222,162.36,NASDAQ
1253,2023-03-01,PFE,T7632,BUY,1028,27.59,NYSE
1254,2023-03-01,MSFT,T3492,BUY,726,330.02,NASDAQ
1255,2023-03-01,MSFT,T3199,BUY,753,335.18,NASDAQ
1256,2023-03-01,JPM,T2350,SELL,306,164.64,NASDAQ
1257,2023-03-01,BAC,T6503,SELL,420,33.72,NYSE
1258,2023-03-01,MSFT,T9448,SELL,128,354.14,NASDAQ
1259,2023-03-01,JPM,T8768,BUY,279,136.87,NYSE
1260,2023-03-01,GOOGL,T4382,SELL,323,148.89,NASDAQ
1261,2023-03-01,JNJ,T5439,SELL,525,172.13,NYSE
1262,2023-03-01,AMZN,T7793,BUY,445,144.54,NYSE
1263,2023-03-01,AMZN,T4942,SELL,801,152.33,NYSE
1264,2023-03-01,GOOGL,T1192,SELL,1782,143.69,NASDAQ
1265,2023-03-01,AAPL,T4540,SELL,1138,190.14,NASDAQ
1266,2023-03-01,CVX,T4833,SELL,613,155.61,NYSE
1267,2023-03-01,PFE,T6593,BUY,243,31.45,NYSE
1268,2023-03-01,AMZN,T2991,BUY,601,130.79,NASDAQ
1269,2023-03-01,JNJ,T8218,SELL,1272,158.03,NYSE
1270,2023-03-02,CVX,T8483,SELL,861,154.31,NYSE
1271,2023-03-02,XOM,T1770,BUY,3165,111.03,NYSE
1272,2023-03-02,XOM,T6587,BUY,369,103.82,NYSE
1273,2023-03-02,GOOGL,T4667,BUY,399,149.88,NYSE
1274,2023-03-02,XOM,T5470,BUY,973,103.58,NASDAQ
1275,2023-03-02,PFE,T7795,BUY,1157,29.62,NYSE
1276,2023-03-02,PFE,T1228,SELL,1268,28.24,NYSE
1277,2023-03-02,AMZN,T2352,BUY,648,142.72,NYSE
1278,2023-03-02,PFE,T6895,BUY,256,29.24,NYSE
1279,2023-03-02,AMZN,T2177,BUY,1523,136.44,NASDAQ
1280,2023-03-02,JNJ,T1348,BUY,946,150.38,NASDAQ
1281,2023-03-02,MSFT,T5264,SELL,579,333.58,NYSE
1282,2023-03-02,PFE,T6441,SELL,4512,28.62,NASDAQ
1283,2023-03-02,AAPL,T1986,BUY,137,171.12,NASDAQ
1284,2023-03-02,CVX,T9848,SELL,734,153.4,NASDAQ
1285,2023-03-02,JNJ,T2024,SELL,512,166.49,NASDAQ
1286,2023-03-02,PFE,T2432,BUY,440,26.97,NASDAQ
1287,2023-03-02,MSFT,T9123,BUY,141,356.61,NASDAQ
1288,2023-03-02,BAC,T9756,BUY,267,32.82,NASDAQ
1289,2023-03-02,XOM,T1831,SELL,5866,116.69,NASDAQ
1290,2023-03-02,PFE,T9330,BUY,3098,29.61,NYSE
1291,2023-03-02,JPM,T7992,SELL,528,158.65,NYSE
1292,2023-03-02,MSFT,T7282,BUY,241,361.28,NASDAQ
1293,2023-03-02,AAPL,T8183,SELL,634,173.45,NASDAQ
1294,2023-03-03,CVX,T1561,SELL,61,156.64,NASDAQ
1295,2023-03-03,CVX,T6031,BUY,1005,157.97,NASDAQ
1296,2023-03-03,JNJ,T5844,SELL,184,168.11,NYSE
1297,2023-03-03,XOM,T7146,BUY,189,102.68,NASDAQ
1298,2023-03-03,AMZN,T8432,SELL,213,139.47,NYSE
1299,2023-03-03,BAC,T3796,BUY,1259,31.22,NYSE
1300,2023-03-03,CVX,T1424,BUY,435,169.05,NYSE
1301,2023-03-03,CVX,T2200,BUY,752,155.49,NYSE
1302,2023-03-03,MSFT,T7868,SELL,187,320.48,NYSE
1303,2023-03-03,PFE,T3307,BUY,1569,30.69,NYSE
1304,2023-03-03,AAPL,T2861,BUY,1584,180.07,NYSE
1305,2023-03-03,PFE,T7928,SELL,477,29.7,NYSE
1306,2023-03-03,JPM,T9111,BUY,577,161.36,NYSE
1307,2023-03-03,JNJ,T7381,BUY,483,151.22,NASDAQ
1308,2023-03-03,JPM,T3666,BUY,515,156.71,NYSE
1309,2023-03-03,PFE,T1872,BUY,1701,25.76,NYSE
1310,2023-03-03,JPM,T2960,SELL,634,158.52,NASDAQ
1311,2023-03-03,MSFT,T1321,SELL,281,305.71,NYSE
1312,2023-03-03,GOOGL,T8330,SELL,640,148.56,NYSE
1313,2023-03-03,BAC,T3809,SELL,501,34.23,NYSE
1314,2023-03-03,AMZN,T9860,BUY,1381,144.57,NYSE
1315,2023-03-03,AAPL,T6253,SELL,234,184.83,NYSE
1316,2023-03-03,GOOGL,T8922,BUY,1764,142.98,NASDAQ
1317,2023-03-03,GOOGL,T9784,BUY,82,159.41,NASDAQ
1318,2023-03-03,CVX,T8496,SELL,176,161.33,NASDAQ
1319,2023-03-03,CVX,T4847,BUY,1737,157.51,NYSE
1320,2023-03-03,JPM,T9659,BUY,83,160.87,NYSE
1321,2023-03-03,XOM,T3427,BUY,323,97.96,NASDAQ
1322,2023-03-03,MSFT,T2676,SELL,145,330.52,NASDAQ
1323,2023-03-03,AMZN,T8532,SELL,468,141.23,NASDAQ
1324,2023-03-03,AAPL,T1314,SELL,628,175.77,NASDAQ
1325,2023-03-03,XOM,T4883,SELL,249,98.08,NYSE
1326,2023-03-03,CVX,T4019,BUY,44,146.37,NASDAQ
1327,2023-03-03,JNJ,T7348,BUY,378,150.5,NYSE
1328,2023-03-03,BAC,T7436,BUY,357,34.51,NYSE
1329,2023-03-03,JPM,T4307,BUY,610,140.0,NYSE
1330,2023-03-06,JPM,T6411,SELL,201,169.94,NYSE
1331,2023-03-06,AAPL,T4520,SELL,195,177.21,NASDAQ
1332,2023-03-06,JNJ,T4331,BUY,192,162.7,NASDAQ
1333,2023-03-06,MSFT,T7429,SELL,111,332.54,NASDAQ
1334,2023-03-06,GOOGL,T7518,BUY,54,126.6,NYSE
1335,2023-03-06,GOOGL,T8631,SELL,683,140.56,NYSE
1336,2023-03-06,MSFT,T5667,BUY,226,311.5,NASDAQ
1337,2023-03-06,AMZN,T4091,SELL,446,144.07,NASDAQ
1338,2023-03-06,AMZN,T4346,SELL,1392,141.37,NYSE
1339,2023-03-06,XOM,T6529,SELL,294,103.52,NYSE
1340,2023-03-06,JNJ,T1444,SELL,511,162.09,NASDAQ
1341,2023-03-06,PFE,T2081,SELL,293,28.35,NYSE
1342,2023-03-06,GOOGL,T1196,BUY,344,131.09,NYSE
1343,2023-03-06,CVX,T2733,BUY,841,154.39,NYSE
1344,2023-03-06,XOM,T9597,SELL,526,99.89,NASDAQ
1345,2023-03-06,MSFT,T7948,SELL,498,354.83,NASDAQ
1346,2023-03-06,XOM,T5843,BUY,98,110.84,NYSE
1347,2023-03-06,JNJ,T3115,SELL,229,160.81,NASDAQ
1348,2023-03-06,AMZN,T2809,SELL,1050,130.63,NYSE
1349,2023-03-06,JNJ,T5766,BUY,612,163.12,NYSE
1350,2023-03-06,CVX,T2226,BUY,574,158.21,NASDAQ
1351,2023-03-06,AAPL,T7259,SELL,160,166.72,NYSE
1352,2023-03-06,PFE,T4867,SELL,264,28.73,NYSE
1353,2023-03-06,JNJ,T7743,BUY,733,164.32,NASDAQ
1354,2023-03-06,MSFT,T5288,BUY,1308,329.21,NYSE
1355,2023-03-06,PFE,T4355,BUY,2141,29.5,NASDAQ
1356,2023-03-07,AMZN,T5230,BUY,305,136.17,NYSE
1357,2023-03-07,XOM,T7386,BUY,174,108.71,NASDAQ
1358,2023-03-07,JNJ,T6616,SELL,383,159.18,NASDAQ
1359,2023-03-07,CVX,T2753,SELL,268,149.57,NASDAQ
1360,2023-03-07,AMZN,T1153,SELL,439,139.58,NASDAQ
1361,2023-03-07,AAPL,T5257,SELL,485,184.53,NASDAQ
1362,2023-03-07,MSFT,T8819,SELL,525,341.16,NASDAQ
1363,2023-03-07,AAPL,T9928,SELL,1801,179.01,NYSE
1364,2023-03-07,JNJ,T1960,BUY,630,165.33,NYSE
1365,2023-03-07,JNJ,T3110,SELL,273,147.49,NASDAQ
1366,2023-03-07,JPM,T7464,SELL,249,169.55,NASDAQ
1367,2023-03-07,GOOGL,T9931,SELL,267,136.81,NASDAQ
1368,2023-03-07,BAC,T3948,SELL,748,33.14,NYSE
1369,2023-03-07,MSFT,T1704,BUY,699,325.39,NYSE
1370,2023-03-07,BAC,T5494,BUY,1907,29.71,NYSE
1371,2023-03-07,AMZN,T2638,SELL,314,150.46,NASDAQ
1372,2023-03-07,JNJ,T1039,BUY,1586,158.7,NYSE
1373,2023-03-07,JPM,T9011,BUY,1209,155.74,NYSE
1374,2023-03-07,AMZN,T6024,SELL,193,142.43,NYSE
1375,2023-03-07,AAPL,T8059,BUY,446,162.33,NASDAQ
1376,2023-03-07,PFE,T5209,BUY,111,29.3,NYSE
1377,2023-03-07,CVX,T7031,BUY,215,155.89,NYSE
1378,2023-03-07,MSFT,T9413,SELL,632,302.1,NYSE
1379,2023-03-07,PFE,T5074,SELL,1835,29.62,NYSE
1380,2023-03-07,XOM,T8254,SELL,302,105.62,NYSE
1381,2023-03-07,GOOGL,T3276,SELL,1707,145.36,NYSE
1382,2023-03-07,AAPL,T5807,BUY,105,166.36,NASDAQ
1383,2023-03-07,JNJ,T1200,SELL,492,170.21,NYSE
1384,2023-03-07,PFE,T7892,BUY,650,27.11,NASDAQ
1385,2023-03-07,JPM,T3464,SELL,150,145.51,NASDAQ
1386,2023-03-07,AAPL,T1091,BUY,240,182.34,NASDAQ
1387,2023-03-07,GOOGL,T7622,SELL,435,142.25,NYSE
1388,2023-03-07,AAPL,T5067,SELL,812,176.4,NASDAQ
1389,2023-03-07,XOM,T5083,BUY,206,104.59,NYSE
1390,2023-03-07,JPM,T2061,BUY,218,147.16,NYSE
1391,2023-03-07,JNJ,T7048,SELL,104,159.29,NASDAQ
1392,2023-03-08,AMZN,T5876,SELL,82,141.4,NYSE
1393,2023-03-08,GOOGL,T5652,BUY,2294,143.93,NYSE
1394,2023-03-08,AAPL,T5411,SELL,510,183.03,NYSE
1395,2023-03-08,MSFT,T8218,SELL,1594,313.94,NYSE
1396,2023-03-08,CVX,T3721,SELL,742,154.77,NASDAQ
1397,2023-03-08,JNJ,T3405,BUY,146,155.02,NYSE
1398,2023-03-08,AMZN,T4232,SELL,298,145.14,NASDAQ
1399,2023-03-08,BAC,T3913,BUY,48,30.92,NASDAQ
1400,2023-03-08,AAPL,T5319,SELL,75,175.24,NYSE
1401,2023-03-08,AAPL,T3688,SELL,674,186.8,NASDAQ
1402,2023-03-08,JNJ,T1564,SELL,680,147.29,NYSE
1403,2023-03-08,GOOGL,T4806,SELL,131,144.05,NYSE
1404,2023-03-08,MSFT,T8444,SELL,218,322.47,NASDAQ
1405,2023-03-08,GOOGL,T1309,SELL,618,146.62,NYSE
1406,2023-03-08,GOOGL,T4076,SELL,4370,134.38,NYSE
1407,2023-03-08,JPM,T5235,SELL,125,163.12,NYSE
1408,2023-03-08,PFE,T3149,SELL,180,29.7,NYSE
1409,2023-03-08,JNJ,T5763,SELL,910,161.21,NASDAQ
1410,2023-03-08,JNJ,T8368,BUY,601,157.37,NYSE
1411,2023-03-08,AAPL,T9032,SELL,350,191.7,NASDAQ
1412,2023-03-08,MSFT,T8866,SELL,1876,338.16,NASDAQ
1413,2023-03-08,JNJ,T4719,SELL,100,157.16,NYSE
1414,2023-03-08,PFE,T6008,BUY,62,29.19,NASDAQ
1415,2023-03-08,PFE,T2593,SELL,397,28.5,NASDAQ
1416,2023-03-08,XOM,T9705,BUY,366,100.18,NASDAQ
1417,2023-03-08,XOM,T6259,SELL,376,109.64,NYSE
1418,2023-03-08,AAPL,T6893,BUY,131,181.22,NASDAQ
1419,2023-03-08,CVX,T8323,SELL,525,159.48,NASDAQ
1420,2023-03-08,XOM,T2118,SELL,600,110.56,NYSE
1421,2023-03-08,JPM,T6666,SELL,377,144.59,NASDAQ
1422,2023-03-08,XOM,T1079,BUY,643,102.01,NYSE
1423,2023-03-09,PFE,T4401,SELL,168,28.11,NYSE
1424,2023-03-09,JNJ,T1260,SELL,281,155.19,NASDAQ
1425,2023-03-09,GOOGL,T3793,BUY,355,133.75,NASDAQ
1426,2023-03-09,CVX,T2751,SELL,1355,166.97,NASDAQ
1427,2023-03-09,XOM,T4868,SELL,715,116.43,NASDAQ
1428,2023-03-09,GOOGL,T5391,BUY,329,142.59,NASDAQ
1429,2023-03-09,GOOGL,T6208,SELL,1075,136.55,NYSE
1430,2023-03-09,AAPL,T4058,BUY,190,184.7,NASDAQ
1431,2023-03-09,MSFT,T7800,BUY,322,351.92,NASDAQ
1432,2023-03-09,MSFT,T6053,SELL,170,326.47,NYSE
1433,2023-03-09,XOM,T5384,BUY,456,112.32,NYSE
1434,2023-03-09,JNJ,T9030,SELL,36,165.37,NASDAQ
1435,2023-03-09,JPM,T3363,BUY,1010,167.18,NASDAQ
1436,2023-03-09,CVX,T9370,BUY,53,147.41,NYSE
1437,2023-03-09,JNJ,T5402,SELL,138,149.26,NYSE
1438,2023-03-09,JPM,T2393,SELL,119,152.08,NYSE
1439,2023-03-09,BAC,T1021,BUY,538,35.07,NYSE
1440,2023-03-09,AAPL,T2588,SELL,1622,187.97,NASDAQ
1441,2023-03-09,AAPL,T3681,SELL,504,184.0,NASDAQ
1442,2023-03-09,AMZN,T3565,SELL,384,167.46,NYSE
1443,2023-03-09,JPM,T1147,SELL,246,146.14,NYSE
1444,2023-03-09,JPM,T1415,BUY,461,155.61,NYSE
1445,2023-03-09,PFE,T7687,SELL,129,28.47,NYSE
1446,2023-03-09,AAPL,T8831,SELL,300,173.13,NASDAQ
1447,2023-03-09,XOM,T1507,BUY,944,107.9,NASDAQ
1448,2023-03-09,GOOGL,T7687,SELL,181,123.61,NYSE
1449,2023-03-09,JPM,T7473,SELL,1285,165.19,NASDAQ
1450,2023-03-09,AAPL,T7271,SELL,522,180.54,NYSE
1451,2023-03-09,BAC,T1881,SELL,287,34.12,NYSE
1452,2023-03-09,AAPL,T5771,BUY,1479,188.4,NYSE
1453,2023-03-09,PFE,T6419,SELL,598,29.17,NASDAQ
1454,2023-03-09,MSFT,T4321,SELL,929,322.22,NYSE
1455,2023-03-09,JPM,T1272,BUY,2890,153.39,NASDAQ
1456,2023-03-09,JPM,T5893,SELL,1159,157.76,NASDAQ
1457,2023-03-09,XOM,T1344,SELL,541,108.69,NYSE
1458,2023-03-09,PFE,T3313,BUY,3509,32.61,NYSE
1459,2023-03-09,PFE,T7490,SELL,184,29.13,NASDAQ
1460,2023-03-09,MSFT,T4277,SELL,243,332.7,NYSE
1461,2023-03-09,PFE,T9219,SELL,217,29.18,NASDAQ
1462,2023-03-10,CVX,T4747,SELL,277,162.34,NYSE
1463,2023-03-10,XOM,T7219,BUY,429,102.16,NYSE
1464,2023-03-10,JNJ,T7722,SELL,4397,176.23,NASDAQ
1465,2023-03-10,JPM,T8110,BUY,1633,152.72,NYSE
1466,2023-03-10,AMZN,T1373,BUY,934,141.31,NYSE
1467,2023-03-10,AAPL,T3738,BUY,216,182.53,NYSE
1468,2023-03-10,PFE,T7917,BUY,655,29.71,NASDAQ
1469,2023-03-10,XOM,T3207,BUY,1215,108.06,NYSE
1470,2023-03-10,AMZN,T5956,BUY,1499,147.91,NASDAQ
1471,2023-03-10,GOOGL,T1661,BUY,106,153.22,NASDAQ
1472,2023-03-10,CVX,T3842,BUY,164,155.08,NYSE
1473,2023-03-10,XOM,T9920,SELL,271,102.69,NYSE
1474,2023-03-10,GOOGL,T6560,SELL,442,133.72,NYSE
1475,2023-03-10,JPM,T5057,BUY,408,153.66,NASDAQ
1476,2023-03-10,BAC,T5574,SELL,500,30.71,NYSE
1477,2023-03-10,JNJ,T7860,BUY,166,150.13,NYSE
1478,2023-03-10,MSFT,T2604,BUY,1512,383.71,NASDAQ
1479,2023-03-10,XOM,T7268,SELL,328,95.29,NYSE
1480,2023-03-10,JNJ,T2105,BUY,340,173.33,NYSE
1481,2023-03-10,PFE,T4542,SELL,1193,30.18,NYSE
1482,2023-03-10,GOOGL,T2158,SELL,208,142.72,NYSE
1483,2023-03-10,AAPL,T4203,SELL,118,176.85,NYSE
1484,2023-03-10,AAPL,T2596,SELL,1212,184.7,NYSE
1485,2023-03-10,PFE,T1398,BUY,104,31.02,NYSE
1486,2023-03-10,JNJ,T3367,SELL,744,157.04,NYSE
1487,2023-03-10,CVX,T6156,SELL,220,145.85,NASDAQ
1488,2023-03-10,MSFT,T7870,BUY,148,306.06,NASDAQ
1489,2023-03-10,CVX,T9247,BUY,210,148.68,NYSE
1490,2023-03-10,XOM,T6217,SELL,416,99.33,NYSE
1491,2023-03-10,GOOGL,T6773,SELL,225,138.06,NYSE
1492,2023-03-13,MSFT,T9301,SELL,341,333.2,NASDAQ
1493,2023-03-13,MSFT,T1548,SELL,3055,329.4,NASDAQ
1494,2023-03-13,PFE,T9937,BUY,633,29.32,NASDAQ
1495,2023-03-13,AAPL,T1443,SELL,399,172.17,NASDAQ
1496,2023-03-13,AAPL,T5550,SELL,139,174.71,NASDAQ
1497,2023-03-13,BAC,T5268,BUY,1650,32.61,NYSE
1498,2023-03-13,MSFT,T4673,SELL,54,341.53,NYSE
1499,2023-03-13,PFE,T5611,BUY,803,28.12,NYSE
1500,2023-03-13,AMZN,T7686,BUY,307,153.36,NYSE
1501,2023-03-13,CVX,T1661,BUY,255,154.97,NYSE
1502,2023-03-13,CVX,T9506,BUY,551,160.22,NYSE
1503,2023-03-13,JPM,T5087,BUY,164,150.09,NASDAQ
1504,2023-03-13,BAC,T5617,BUY,279,33.88,NASDAQ
1505,2023-03-13,AAPL,T7300,BUY,320,182.76,NASDAQ
1506,2023-03-13,CVX,T8686,BUY,348,142.32,NASDAQ
1507,2023-03-13,GOOGL,T9459,BUY,718,129.35,NYSE
1508,2023-03-13,GOOGL,T7036,SELL,470,138.04,NYSE
1509,2023-03-13,AMZN,T3848,BUY,569,136.59,NASDAQ
1510,2023-03-13,AAPL,T4055,SELL,914,176.36,NASDAQ
1511,2023-03-13,MSFT,T8512,SELL,2491,326.63,NASDAQ
1512,2023-03-13,CVX,T9678,SELL,226,160.06,NASDAQ
1513,2023-03-13,XOM,T6237,BUY,272,110.25,NASDAQ
1514,2023-03-13,JPM,T6516,BUY,330,144.75,NASDAQ
1515,2023-03-14,BAC,T6800,BUY,438,35.45,NASDAQ
1516,2023-03-14,CVX,T6848,SELL,925,156.64,NASDAQ
1517,2023-03-14,GOOGL,T6039,SELL,621,141.08,NYSE
1518,2023-03-14,GOOGL,T5996,SELL,2034,142.89,NASDAQ
1519,2023-03-14,AAPL,T6027,SELL,1437,170.9,NASDAQ
1520,2023-03-14,GOOGL,T2160,BUY,648,152.93,NASDAQ
1521,2023-03-14,GOOGL,T7886,BUY,2056,137.39,NASDAQ
1522,2023-03-14,AMZN,T6426,SELL,56,140.9,NYSE
1523,2023-03-14,BAC,T5416,SELL,142,34.27,NASDAQ
1524,2023-03-14,AMZN,T6724,SELL,465,144.5,NYSE
1525,2023-03-14,JPM,T5970,SELL,72,159.38,NASDAQ
1526,2023-03-14,PFE,T6612,SELL,304,30.56,NYSE
1527,2023-03-14,PFE,T3722,BUY,411,29.15,NASDAQ
1528,2023-03-14,JPM,T4644,SELL,1451,158.5,NYSE
1529,2023-03-14,AAPL,T3632,BUY,1312,183.27,NYSE
1530,2023-03-14,GOOGL,T1512,BUY,1275,138.72,NYSE
1531,2023-03-14,PFE,T8302,BUY,606,27.11,NYSE
1532,2023-03-14,JPM,T9441,SELL,1266,150.4,NASDAQ
1533,2023-03-14,JPM,T1536,BUY,1428,151.36,NASDAQ
1534,2023-03-14,PFE,T4198,SELL,70,27.45,NASDAQ
1535,2023-03-14,MSFT,T1473,BUY,199,325.74,NYSE
1536,2023-03-14,BAC,T5319,SELL,303,32.89,NASDAQ
1537,2023-03-14,JPM,T1704,SELL,169,148.33,NYSE
1538,2023-03-14,JPM,T9874,BUY,847,151.44,NYSE
1539,2023-03-14,PFE,T1824,BUY,279,29.66,NASDAQ
1540,2023-03-14,JPM,T7348,SELL,79,159.95,NASDAQ
1541,2023-03-14,JNJ,T7756,BUY,14,173.0,NASDAQ
1542,2023-03-14,AMZN,T6978,SELL,745,157.0,NYSE
1543,2023-03-14,GOOGL,T5752,SELL,442,145.88,NASDAQ
1544,2023-03-14,AAPL,T3665,BUY,296,177.65,NYSE
1545,2023-03-14,BAC,T1337,SELL,376,32.99,NYSE
1546,2023-03-14,PFE,T8504,SELL,302,31.23,NYSE
1547,2023-03-14,AMZN,T6807,BUY,227,155.02,NYSE
1548,2023-03-14,XOM,T4205,SELL,603,105.71,NASDAQ
1549,2023-03-14,GOOGL,T9190,SELL,298,135.19,NYSE
1550,2023-03-14,CVX,T5744,BUY,71,142.95,NYSE
1551,2023-03-14,XOM,T7034,SELL,1403,105.59,NYSE
1552,2023-03-14,JNJ,T8742,BUY,75,166.93,NASDAQ
1553,2023-03-15,MSFT,T8133,SELL,110,350.22,NYSE
1554,2023-03-15,JNJ,T7858,BUY,261,168.64,NASDAQ
1555,2023-03-15,CVX,T1307,BUY,398,148.11,NASDAQ
1556,2023-03-15,JNJ,T3638,BUY,594,145.29,NYSE
1557,2023-03-15,PFE,T6238,BUY,324,28.78,NASDAQ
1558,2023-03-15,JNJ,T9901,SELL,167,159.51,NYSE
1559,2023-03-15,JNJ,T3427,SELL,906,155.5,NASDAQ
1560,2023-03-15,AMZN,T9661,BUY,403,138.62,NASDAQ
1561,2023-03-15,GOOGL,T1969,BUY,386,133.0,NASDAQ
1562,2023-03-15,MSFT,T1662,SELL,549,332.31,NYSE
1563,2023-03-15,JPM,T4532,SELL,944,153.28,NYSE
1564,2023-03-15,JNJ,T2077,SELL,520,163.94,NYSE
1565,2023-03-15,CVX,T6356,SELL,123,160.58,NYSE
1566,2023-03-15,AAPL,T3283,BUY,694,183.62,NASDAQ
1567,2023-03-15,AAPL,T2028,SELL,413,180.72,NYSE
1568,2023-03-15,CVX,T2800,SELL,206,155.95,NYSE
1569,2023-03-15,AAPL,T2756,BUY,251,191.51,NYSE
1570,2023-03-15,CVX,T1061,BUY,333,163.56,NYSE
1571,2023-03-15,CVX,T2007,SELL,3433,144.72,NYSE
1572,2023-03-15,AMZN,T9752,SELL,1398,142.02,NASDAQ
1573,2023-03-16,AAPL,T6434,BUY,498,193.6,NASDAQ
1574,2023-03-16,XOM,T9883,BUY,1537,104.49,NASDAQ
1575,2023-03-16,CVX,T2831,BUY,305,165.97,NASDAQ
1576,2023-03-16,AAPL,T4232,BUY,1883,168.05,NYSE
1577,2023-03-16,PFE,T1670,SELL,846,30.23,NYSE
1578,2023-03-16,AMZN,T9444,SELL,120,139.5,NYSE
1579,2023-03-16,AMZN,T1811,BUY,515,153.42,NYSE
1580,2023-03-16,AMZN,T9698,BUY,189,151.93,NYSE
1581,2023-03-16,CVX,T8565,SELL,982,150.55,NASDAQ
1582,2023-03-16,BAC,T1720,BUY,197,32.04,NASDAQ
1583,2023-03-16,GOOGL,T7178,BUY,2044,145.41,NYSE
1584,2023-03-16,BAC,T5410,SELL,505,36.06,NYSE
1585,2023-03-16,JPM,T4270,SELL,1046,157.93,NYSE
1586,2023-03-16,GOOGL,T8635,SELL,548,135.74,NYSE
