NewsID,Date,Symbol,Headline,Source,SentimentLabel
343,2024-02-06,AMZN,AMZN reports record profit margins this quarter,Financial Times,Positive
344,2024-02-07,XOM,XOM announces new product launch to strong demand,Bloomberg,Positive
345,2024-02-09,JNJ,JNJ announces new product launch to strong demand,MarketWatch,Positive
346,2024-02-13,AAPL,Market watchers await AAPL earnings report,CNBC,Neutral
347,2024-02-13,MSFT,"MSFT misses earnings estimates, shares fall",Financial Times,Negative
348,2024-02-14,CVX,CVX board approves routine dividend payment,MarketWatch,Neutral
349,2024-02-15,MSFT,Analysts downgrade MSFT citing weak outlook,MarketWatch,Negative
350,2024-02-15,BAC,BAC shares rally after positive guidance,MarketWatch,Positive
351,2024-02-16,JNJ,JNJ reports record profit margins this quarter,MarketWatch,Positive
352,2024-02-16,PFE,PFE shares rally after positive guidance,Reuters,Positive
353,2024-02-19,AAPL,AAPL announces new product launch to strong demand,Reuters,Positive
354,2024-02-19,PFE,Analysts upgrade PFE on strong revenue growth,Reuters,Positive
355,2024-02-20,MSFT,MSFT schedules quarterly earnings call,Reuters,Neutral
356,2024-02-20,JPM,JPM announces new product launch to strong demand,MarketWatch,Positive
357,2024-02-22,AMZN,AMZN announces layoffs amid cost-cutting drive,Bloomberg,Negative
358,2024-02-22,JPM,JPM reports record profit margins this quarter,Reuters,Positive
359,2024-02-23,AAPL,Analysts upgrade AAPL on strong revenue growth,Financial Times,Positive
360,2024-02-23,AMZN,AMZN announces layoffs amid cost-cutting drive,Reuters,Negative
361,2024-02-23,JNJ,JNJ to present at industry conference next week,MarketWatch,Neutral
362,2024-02-26,MSFT,MSFT faces regulatory scrutiny over practices,Reuters,Negative
363,2024-03-01,AAPL,"AAPL misses earnings estimates, shares fall",MarketWatch,Negative
364,2024-03-01,GOOGL,GOOGL board approves routine dividend payment,Financial Times,Neutral
365,2024-03-04,BAC,BAC completes previously announced share buyback,Reuters,Neutral
366,2024-03-06,JNJ,Market watchers await JNJ earnings report,MarketWatch,Neutral
367,2024-03-08,JNJ,JNJ announces new product launch to strong demand,MarketWatch,Positive
368,2024-03-11,MSFT,MSFT schedules quarterly earnings call,Bloomberg,Neutral
369,2024-03-11,PFE,Analysts downgrade PFE citing weak outlook,Bloomberg,Negative
370,2024-03-12,CVX,CVX schedules quarterly earnings call,MarketWatch,Neutral
371,2024-03-13,XOM,Analysts upgrade XOM on strong revenue growth,Reuters,Positive
372,2024-03-14,GOOGL,GOOGL to present at industry conference next week,MarketWatch,Neutral
373,2024-03-15,GOOGL,"GOOGL misses earnings estimates, shares fall",CNBC,Negative
374,2024-03-19,MSFT,Market watchers await MSFT earnings report,CNBC,Neutral
375,2024-03-19,XOM,XOM announces new product launch to strong demand,Financial Times,Positive
376,2024-03-19,CVX,CVX shares rally after positive guidance,Bloomberg,Positive
377,2024-03-20,AAPL,Market watchers await AAPL earnings report,Reuters,Neutral
378,2024-03-20,JPM,JPM to present at industry conference next week,MarketWatch,Neutral
379,2024-03-21,PFE,PFE announces new product launch to strong demand,Reuters,Positive
380,2024-03-22,CVX,Analysts upgrade CVX on strong revenue growth,CNBC,Positive
381,2024-03-26,MSFT,MSFT reports record profit margins this quarter,Bloomberg,Positive
382,2024-03-27,MSFT,MSFT shares rally after positive guidance,Bloomberg,Positive
383,2024-03-27,JPM,JPM announces new product launch to strong demand,Financial Times,Positive
384,2024-03-27,PFE,Market watchers await PFE earnings report,CNBC,Neutral
385,2024-03-28,GOOGL,GOOGL schedules quarterly earnings call,Bloomberg,Neutral
386,2024-03-29,MSFT,MSFT reports record profit margins this quarter,Bloomberg,Positive
387,2024-03-29,GOOGL,GOOGL shares rally after positive guidance,Reuters,Positive
388,2024-04-01,BAC,BAC announces new product launch to strong demand,Reuters,Positive
389,2024-04-02,CVX,"CVX misses earnings estimates, shares fall",Reuters,Negative
390,2024-04-05,XOM,XOM announces layoffs amid cost-cutting drive,Financial Times,Negative
391,2024-04-05,CVX,CVX shares slide on supply chain concerns,Reuters,Negative
392,2024-04-08,JNJ,JNJ beats quarterly earnings expectations,CNBC,Positive
393,2024-04-09,AAPL,AAPL reports record profit margins this quarter,Bloomberg,Positive
394,2024-04-11,BAC,Analysts downgrade BAC citing weak outlook,Reuters,Negative
395,2024-04-15,GOOGL,GOOGL board approves routine dividend payment,MarketWatch,Neutral
396,2024-04-15,AMZN,Analysts upgrade AMZN on strong revenue growth,Reuters,Positive
397,2024-04-15,CVX,CVX shares rally after positive guidance,CNBC,Positive
398,2024-04-16,CVX,CVX shares slide on supply chain concerns,Financial Times,Negative
399,2024-04-17,PFE,Analysts upgrade PFE on strong revenue growth,Financial Times,Positive
400,2024-04-19,AAPL,Analysts upgrade AAPL on strong revenue growth,Financial Times,Positive
401,2024-04-19,MSFT,MSFT beats quarterly earnings expectations,CNBC,Positive
402,2024-04-19,XOM,XOM announces layoffs amid cost-cutting drive,Bloomberg,Negative
403,2024-04-23,AMZN,AMZN completes previously announced share buyback,Financial Times,Neutral
404,2024-04-24,XOM,XOM beats quarterly earnings expectations,Financial Times,Positive
405,2024-04-25,JPM,JPM announces new product launch to strong demand,Financial Times,Positive
406,2024-04-25,JNJ,JNJ announces new product launch to strong demand,Financial Times,Positive
407,2024-04-25,PFE,Analysts downgrade PFE citing weak outlook,Reuters,Negative
408,2024-04-29,AMZN,AMZN to present at industry conference next week,Bloomberg,Neutral
409,2024-04-29,CVX,CVX board approves routine dividend payment,Reuters,Neutral
410,2024-05-02,AAPL,AAPL beats quarterly earnings expectations,MarketWatch,Positive
411,2024-05-02,XOM,XOM board approves routine dividend payment,Reuters,Neutral
412,2024-05-03,MSFT,MSFT schedules quarterly earnings call,Financial Times,Neutral
413,2024-05-07,GOOGL,GOOGL shares slide on supply chain concerns,Financial Times,Negative
414,2024-05-10,JPM,JPM schedules quarterly earnings call,CNBC,Neutral
415,2024-05-10,JNJ,JNJ board approves routine dividend payment,Reuters,Neutral
416,2024-05-10,PFE,PFE faces regulatory scrutiny over practices,Financial Times,Negative
417,2024-05-14,PFE,PFE reports record profit margins this quarter,Bloomberg,Positive
418,2024-05-15,AAPL,AAPL reports record profit margins this quarter,Financial Times,Positive
419,2024-05-15,AMZN,AMZN faces regulatory scrutiny over practices,MarketWatch,Negative
420,2024-05-16,AMZN,Analysts upgrade AMZN on strong revenue growth,Reuters,Positive
421,2024-05-20,XOM,"XOM misses earnings estimates, shares fall",CNBC,Negative
422,2024-05-20,PFE,Analysts upgrade PFE on strong revenue growth,Reuters,Positive
423,2024-05-21,AMZN,AMZN completes previously announced share buyback,CNBC,Neutral
424,2024-05-21,JPM,JPM announces new product launch to strong demand,MarketWatch,Positive
425,2024-05-22,AMZN,AMZN shares rally after positive guidance,Bloomberg,Positive
426,2024-05-22,PFE,Analysts upgrade PFE on strong revenue growth,MarketWatch,Positive
427,2024-05-24,AMZN,"AMZN misses earnings estimates, shares fall",MarketWatch,Negative
428,2024-05-27,XOM,"XOM misses earnings estimates, shares fall",Bloomberg,Negative
429,2024-05-28,GOOGL,"GOOGL misses earnings estimates, shares fall",Bloomberg,Negative
430,2024-05-28,JPM,JPM shares slide on supply chain concerns,Financial Times,Negative
431,2024-05-28,CVX,CVX beats quarterly earnings expectations,Bloomberg,Positive
432,2024-05-29,AMZN,AMZN announces layoffs amid cost-cutting drive,MarketWatch,Negative
433,2024-05-31,GOOGL,Analysts downgrade GOOGL citing weak outlook,CNBC,Negative
434,2024-05-31,XOM,Analysts downgrade XOM citing weak outlook,Reuters,Negative
435,2024-06-06,GOOGL,GOOGL completes previously announced share buyback,MarketWatch,Neutral
436,2024-06-07,GOOGL,GOOGL announces new product launch to strong demand,Financial Times,Positive
437,2024-06-07,AMZN,AMZN announces new product launch to strong demand,Bloomberg,Positive
438,2024-06-10,MSFT,MSFT announces layoffs amid cost-cutting drive,Bloomberg,Negative
439,2024-06-10,JNJ,JNJ reports record profit margins this quarter,Financial Times,Positive
440,2024-06-11,AAPL,AAPL announces new product launch to strong demand,Reuters,Positive
441,2024-06-11,GOOGL,GOOGL to present at industry conference next week,CNBC,Neutral
442,2024-06-11,PFE,PFE board approves routine dividend payment,Bloomberg,Neutral
443,2024-06-12,BAC,BAC to present at industry conference next week,MarketWatch,Neutral
444,2024-06-14,JNJ,"JNJ misses earnings estimates, shares fall",Bloomberg,Negative
445,2024-06-18,BAC,BAC schedules quarterly earnings call,Reuters,Neutral
446,2024-06-19,AAPL,AAPL announces new product launch to strong demand,MarketWatch,Positive
447,2024-06-20,JPM,JPM faces regulatory scrutiny over practices,MarketWatch,Negative
448,2024-06-20,JNJ,"JNJ misses earnings estimates, shares fall",CNBC,Negative
449,2024-06-26,PFE,PFE reports record profit margins this quarter,CNBC,Positive
450,2024-06-27,BAC,Analysts downgrade BAC citing weak outlook,Reuters,Negative
451,2024-06-27,PFE,PFE beats quarterly earnings expectations,Reuters,Positive
452,2024-06-28,AMZN,"AMZN misses earnings estimates, shares fall",MarketWatch,Negative
453,2024-07-01,MSFT,MSFT reports record profit margins this quarter,Financial Times,Positive
454,2024-07-01,AMZN,Market watchers await AMZN earnings report,Bloomberg,Neutral
455,2024-07-01,JPM,JPM beats quarterly earnings expectations,CNBC,Positive
456,2024-07-01,BAC,BAC schedules quarterly earnings call,Reuters,Neutral
457,2024-07-01,CVX,CVX faces regulatory scrutiny over practices,Bloomberg,Negative
458,2024-07-01,JNJ,JNJ completes previously announced share buyback,CNBC,Neutral
459,2024-07-03,MSFT,MSFT board approves routine dividend payment,CNBC,Neutral
460,2024-07-04,AAPL,AAPL reports record profit margins this quarter,CNBC,Positive
461,2024-07-04,JPM,JPM shares slide on supply chain concerns,Bloomberg,Negative
462,2024-07-08,XOM,XOM shares rally after positive guidance,Bloomberg,Positive
463,2024-07-08,CVX,Analysts upgrade CVX on strong revenue growth,CNBC,Positive
464,2024-07-09,AAPL,AAPL schedules quarterly earnings call,Reuters,Neutral
465,2024-07-11,BAC,BAC faces regulatory scrutiny over practices,Bloomberg,Negative
466,2024-07-11,JNJ,JNJ shares slide on supply chain concerns,CNBC,Negative
467,2024-07-12,JPM,JPM beats quarterly earnings expectations,Financial Times,Positive
468,2024-07-15,JPM,JPM reports record profit margins this quarter,Financial Times,Positive
469,2024-07-16,MSFT,MSFT to present at industry conference next week,MarketWatch,Neutral
470,2024-07-17,BAC,BAC completes previously announced share buyback,Bloomberg,Neutral
471,2024-07-18,MSFT,MSFT completes previously announced share buyback,MarketWatch,Neutral
472,2024-07-18,BAC,BAC schedules quarterly earnings call,Bloomberg,Neutral
473,2024-07-19,AMZN,"AMZN misses earnings estimates, shares fall",Reuters,Negative
474,2024-07-25,JPM,Analysts upgrade JPM on strong revenue growth,Bloomberg,Positive
475,2024-07-26,GOOGL,GOOGL announces layoffs amid cost-cutting drive,Reuters,Negative
476,2024-07-29,CVX,CVX shares slide on supply chain concerns,CNBC,Negative
477,2024-07-31,MSFT,MSFT beats quarterly earnings expectations,MarketWatch,Positive
478,2024-07-31,GOOGL,GOOGL faces regulatory scrutiny over practices,Bloomberg,Negative
479,2024-08-01,AMZN,AMZN reports record profit margins this quarter,Bloomberg,Positive
480,2024-08-01,BAC,Analysts downgrade BAC citing weak outlook,MarketWatch,Negative
481,2024-08-01,PFE,PFE announces new product launch to strong demand,CNBC,Positive
482,2024-08-02,JNJ,Analysts upgrade JNJ on strong revenue growth,Reuters,Positive
483,2024-08-05,GOOGL,GOOGL schedules quarterly earnings call,CNBC,Neutral
484,2024-08-05,AMZN,Analysts downgrade AMZN citing weak outlook,Bloomberg,Negative
485,2024-08-07,AMZN,AMZN reports record profit margins this quarter,MarketWatch,Positive
486,2024-08-07,BAC,BAC completes previously announced share buyback,CNBC,Neutral
487,2024-08-07,CVX,CVX board approves routine dividend payment,MarketWatch,Neutral
488,2024-08-08,XOM,XOM reports record profit margins this quarter,Reuters,Positive
489,2024-08-08,PFE,PFE beats quarterly earnings expectations,Financial Times,Positive
490,2024-08-12,AMZN,AMZN schedules quarterly earnings call,Bloomberg,Neutral
491,2024-08-12,PFE,PFE to present at industry conference next week,Bloomberg,Neutral
492,2024-08-13,BAC,BAC board approves routine dividend payment,Bloomberg,Neutral
493,2024-08-13,JNJ,JNJ shares rally after positive guidance,Financial Times,Positive
494,2024-08-14,AAPL,AAPL announces new product launch to strong demand,Reuters,Positive
495,2024-08-14,JPM,JPM shares rally after positive guidance,Reuters,Positive
496,2024-08-16,XOM,XOM reports record profit margins this quarter,Financial Times,Positive
497,2024-08-16,JNJ,JNJ shares rally after positive guidance,MarketWatch,Positive
498,2024-08-19,AMZN,"AMZN misses earnings estimates, shares fall",CNBC,Negative
499,2024-08-19,BAC,BAC beats quarterly earnings expectations,CNBC,Positive
500,2024-08-20,AAPL,Analysts downgrade AAPL citing weak outlook,Financial Times,Negative
501,2024-08-20,JNJ,JNJ announces layoffs amid cost-cutting drive,CNBC,Negative
502,2024-08-21,AMZN,AMZN reports record profit margins this quarter,Financial Times,Positive
503,2024-08-26,AAPL,AAPL beats quarterly earnings expectations,Financial Times,Positive
504,2024-08-26,AMZN,Market watchers await AMZN earnings report,CNBC,Neutral
505,2024-08-26,XOM,XOM to present at industry conference next week,MarketWatch,Neutral
506,2024-08-26,PFE,PFE beats quarterly earnings expectations,Financial Times,Positive
507,2024-08-28,AMZN,"AMZN misses earnings estimates, shares fall",Bloomberg,Negative
508,2024-08-28,PFE,PFE board approves routine dividend payment,Reuters,Neutral
509,2024-08-29,BAC,Analysts upgrade BAC on strong revenue growth,Financial Times,Positive
510,2024-09-02,AAPL,AAPL beats quarterly earnings expectations,Financial Times,Positive
511,2024-09-04,XOM,XOM shares rally after positive guidance,CNBC,Positive
512,2024-09-05,JPM,JPM announces new product launch to strong demand,CNBC,Positive
513,2024-09-06,GOOGL,GOOGL reports record profit margins this quarter,CNBC,Positive
514,2024-09-06,JPM,JPM faces regulatory scrutiny over practices,Reuters,Negative
515,2024-09-09,AAPL,AAPL schedules quarterly earnings call,Bloomberg,Neutral
516,2024-09-10,JNJ,JNJ faces regulatory scrutiny over practices,MarketWatch,Negative
517,2024-09-11,GOOGL,GOOGL shares rally after positive guidance,Bloomberg,Positive
518,2024-09-11,BAC,Analysts upgrade BAC on strong revenue growth,Reuters,Positive
519,2024-09-11,XOM,"XOM misses earnings estimates, shares fall",Bloomberg,Negative
520,2024-09-11,CVX,"CVX misses earnings estimates, shares fall",MarketWatch,Negative
521,2024-09-12,AAPL,Analysts upgrade AAPL on strong revenue growth,MarketWatch,Positive
522,2024-09-12,JNJ,JNJ announces new product launch to strong demand,MarketWatch,Positive
523,2024-09-13,AAPL,AAPL shares rally after positive guidance,Financial Times,Positive
524,2024-09-18,XOM,"XOM misses earnings estimates, shares fall",Financial Times,Negative
525,2024-09-19,AMZN,AMZN announces new product launch to strong demand,Bloomberg,Positive
526,2024-09-20,XOM,XOM schedules quarterly earnings call,CNBC,Neutral
527,2024-09-20,PFE,PFE announces layoffs amid cost-cutting drive,MarketWatch,Negative
528,2024-09-23,JPM,Analysts downgrade JPM citing weak outlook,CNBC,Negative
529,2024-09-24,PFE,PFE beats quarterly earnings expectations,Bloomberg,Positive
530,2024-09-25,JNJ,JNJ to present at industry conference next week,CNBC,Neutral
531,2024-09-26,BAC,Analysts downgrade BAC citing weak outlook,Bloomberg,Negative
532,2024-09-26,PFE,Analysts downgrade PFE citing weak outlook,Financial Times,Negative
533,2024-10-02,CVX,CVX reports record profit margins this quarter,MarketWatch,Positive
534,2024-10-03,GOOGL,"GOOGL misses earnings estimates, shares fall",MarketWatch,Negative
535,2024-10-03,AMZN,AMZN shares rally after positive guidance,CNBC,Positive
536,2024-10-03,XOM,XOM faces regulatory scrutiny over practices,MarketWatch,Negative
537,2024-10-03,CVX,CVX to present at industry conference next week,Reuters,Neutral
538,2024-10-04,GOOGL,GOOGL faces regulatory scrutiny over practices,Bloomberg,Negative
539,2024-10-04,PFE,PFE reports record profit margins this quarter,Reuters,Positive
540,2024-10-07,AMZN,AMZN announces new product launch to strong demand,Bloomberg,Positive
541,2024-10-09,JPM,JPM beats quarterly earnings expectations,Financial Times,Positive
542,2024-10-10,BAC,BAC faces regulatory scrutiny over practices,CNBC,Negative
543,2024-10-11,AAPL,AAPL completes previously announced share buyback,Bloomberg,Neutral
544,2024-10-11,JPM,JPM reports record profit margins this quarter,Reuters,Positive
545,2024-10-11,XOM,Market watchers await XOM earnings report,Bloomberg,Neutral
546,2024-10-14,BAC,Analysts upgrade BAC on strong revenue growth,CNBC,Positive
547,2024-10-14,CVX,Market watchers await CVX earnings report,CNBC,Neutral
548,2024-10-16,CVX,CVX faces regulatory scrutiny over practices,MarketWatch,Negative
549,2024-10-17,AMZN,"AMZN misses earnings estimates, shares fall",MarketWatch,Negative
550,2024-10-17,JPM,JPM announces layoffs amid cost-cutting drive,CNBC,Negative
551,2024-10-17,PFE,PFE completes previously announced share buyback,CNBC,Neutral
552,2024-10-18,AAPL,AAPL announces new product launch to strong demand,Financial Times,Positive
553,2024-10-18,BAC,BAC beats quarterly earnings expectations,Reuters,Positive
554,2024-10-18,CVX,CVX announces layoffs amid cost-cutting drive,CNBC,Negative
555,2024-10-22,AMZN,AMZN to present at industry conference next week,MarketWatch,Neutral
556,2024-10-22,JNJ,Market watchers await JNJ earnings report,Bloomberg,Neutral
557,2024-10-23,AAPL,AAPL beats quarterly earnings expectations,Reuters,Positive
558,2024-10-23,BAC,Analysts upgrade BAC on strong revenue growth,Bloomberg,Positive
559,2024-10-23,PFE,PFE announces new product launch to strong demand,Financial Times,Positive
560,2024-10-24,MSFT,MSFT schedules quarterly earnings call,MarketWatch,Neutral
561,2024-10-24,AMZN,AMZN beats quarterly earnings expectations,MarketWatch,Positive
562,2024-10-28,MSFT,MSFT announces new product launch to strong demand,MarketWatch,Positive
563,2024-10-28,GOOGL,GOOGL completes previously announced share buyback,MarketWatch,Neutral
564,2024-10-28,BAC,"BAC misses earnings estimates, shares fall",Financial Times,Negative
565,2024-10-28,XOM,XOM beats quarterly earnings expectations,Financial Times,Positive
566,2024-10-29,CVX,CVX shares rally after positive guidance,Reuters,Positive
567,2024-10-30,GOOGL,GOOGL beats quarterly earnings expectations,Bloomberg,Positive
568,2024-10-30,PFE,Analysts upgrade PFE on strong revenue growth,Bloomberg,Positive
569,2024-11-01,JNJ,JNJ announces new product launch to strong demand,CNBC,Positive
570,2024-11-06,GOOGL,GOOGL shares slide on supply chain concerns,Bloomberg,Negative
571,2024-11-06,CVX,CVX announces new product launch to strong demand,Reuters,Positive
572,2024-11-07,AAPL,AAPL shares slide on supply chain concerns,CNBC,Negative
573,2024-11-07,BAC,Analysts upgrade BAC on strong revenue growth,MarketWatch,Positive
574,2024-11-07,PFE,PFE to present at industry conference next week,Financial Times,Neutral
575,2024-11-08,MSFT,MSFT beats quarterly earnings expectations,Bloomberg,Positive
576,2024-11-08,AMZN,AMZN completes previously announced share buyback,MarketWatch,Neutral
577,2024-11-08,BAC,BAC faces regulatory scrutiny over practices,Reuters,Negative
578,2024-11-11,CVX,CVX shares slide on supply chain concerns,Bloomberg,Negative
579,2024-11-13,MSFT,MSFT announces layoffs amid cost-cutting drive,Bloomberg,Negative
580,2024-11-13,JPM,Market watchers await JPM earnings report,Bloomberg,Neutral
581,2024-11-13,PFE,PFE announces layoffs amid cost-cutting drive,Financial Times,Negative
582,2024-11-14,MSFT,MSFT board approves routine dividend payment,Financial Times,Neutral
583,2024-11-14,CVX,CVX announces new product launch to strong demand,MarketWatch,Positive
584,2024-11-15,GOOGL,GOOGL schedules quarterly earnings call,CNBC,Neutral
585,2024-11-18,JPM,JPM completes previously announced share buyback,CNBC,Neutral
586,2024-11-19,MSFT,MSFT announces new product launch to strong demand,Bloomberg,Positive
587,2024-11-19,BAC,Analysts downgrade BAC citing weak outlook,MarketWatch,Negative
588,2024-11-22,CVX,CVX beats quarterly earnings expectations,MarketWatch,Positive
589,2024-11-22,PFE,PFE board approves routine dividend payment,MarketWatch,Neutral
590,2024-11-25,GOOGL,GOOGL shares rally after positive guidance,Financial Times,Positive
591,2024-11-26,MSFT,MSFT faces regulatory scrutiny over practices,Reuters,Negative
592,2024-11-26,GOOGL,"GOOGL misses earnings estimates, shares fall",Financial Times,Negative
593,2024-11-27,JPM,JPM reports record profit margins this quarter,Financial Times,Positive
594,2024-11-27,PFE,PFE announces new product launch to strong demand,Bloomberg,Positive
595,2024-11-28,AAPL,Analysts downgrade AAPL citing weak outlook,Financial Times,Negative
596,2024-11-28,GOOGL,GOOGL reports record profit margins this quarter,Reuters,Positive
597,2024-11-29,BAC,BAC announces new product launch to strong demand,Financial Times,Positive
598,2024-11-29,JNJ,JNJ faces regulatory scrutiny over practices,Financial Times,Negative
599,2024-12-02,AMZN,Analysts downgrade AMZN citing weak outlook,Reuters,Negative
600,2024-12-03,JNJ,JNJ completes previously announced share buyback,CNBC,Neutral
601,2024-12-04,GOOGL,GOOGL schedules quarterly earnings call,MarketWatch,Neutral
602,2024-12-04,CVX,CVX board approves routine dividend payment,MarketWatch,Neutral
603,2024-12-05,JPM,Analysts upgrade JPM on strong revenue growth,Financial Times,Positive
604,2024-12-05,XOM,Analysts downgrade XOM citing weak outlook,CNBC,Negative
605,2024-12-09,MSFT,Analysts downgrade MSFT citing weak outlook,Bloomberg,Negative
606,2024-12-09,GOOGL,GOOGL announces layoffs amid cost-cutting drive,Bloomberg,Negative
607,2024-12-09,XOM,Analysts downgrade XOM citing weak outlook,CNBC,Negative
608,2024-12-09,PFE,PFE shares slide on supply chain concerns,Reuters,Negative
609,2024-12-10,MSFT,Analysts upgrade MSFT on strong revenue growth,Reuters,Positive
610,2024-12-11,XOM,Analysts downgrade XOM citing weak outlook,CNBC,Negative
611,2024-12-12,AAPL,AAPL shares rally after positive guidance,Financial Times,Positive
612,2024-12-12,JNJ,JNJ shares rally after positive guidance,CNBC,Positive
613,2024-12-13,XOM,XOM reports record profit margins this quarter,MarketWatch,Positive
614,2024-12-13,JNJ,JNJ schedules quarterly earnings call,MarketWatch,Neutral
615,2024-12-17,BAC,BAC announces layoffs amid cost-cutting drive,CNBC,Negative
616,2024-12-17,CVX,CVX board approves routine dividend payment,MarketWatch,Neutral
617,2024-12-18,AAPL,AAPL beats quarterly earnings expectations,Reuters,Positive
618,2024-12-18,MSFT,MSFT announces layoffs amid cost-cutting drive,Financial Times,Negative
619,2024-12-18,AMZN,AMZN schedules quarterly earnings call,Reuters,Neutral
620,2024-12-18,CVX,CVX beats quarterly earnings expectations,Bloomberg,Positive
621,2024-12-19,GOOGL,GOOGL reports record profit margins this quarter,CNBC,Positive
622,2024-12-20,PFE,"PFE misses earnings estimates, shares fall",MarketWatch,Negative
623,2024-12-24,GOOGL,GOOGL announces new product launch to strong demand,Reuters,Positive
624,2024-12-24,BAC,BAC announces layoffs amid cost-cutting drive,Financial Times,Negative
625,2024-12-25,MSFT,MSFT shares rally after positive guidance,MarketWatch,Positive
626,2024-12-25,CVX,CVX shares rally after positive guidance,MarketWatch,Positive
627,2024-12-26,AAPL,AAPL faces regulatory scrutiny over practices,Reuters,Negative
628,2024-12-26,JNJ,JNJ beats quarterly earnings expectations,Reuters,Positive
629,2024-12-27,GOOGL,GOOGL schedules quarterly earnings call,CNBC,Neutral
630,2024-12-27,JNJ,Market watchers await JNJ earnings report,Reuters,Neutral
631,2024-12-30,AAPL,AAPL faces regulatory scrutiny over practices,MarketWatch,Negative
632,2024-12-30,CVX,CVX beats quarterly earnings expectations,Reuters,Positive
633,2024-12-30,JNJ,JNJ faces regulatory scrutiny over practices,MarketWatch,Negative
634,2024-12-31,CVX,"CVX misses earnings estimates, shares fall",CNBC,Negative
